"site_id","order_id","payload_id","pricing_plant_id","quantity","payload_event_batch_start_time","payload_event_batch_end_time","payload_event_departure_time","payload_event_arrival_time","payload_event_pouring_start_time","payload_event_pouring_finish_time","payload_event_wash_time","payload_event_to_plant_time","payload_event_at_plant_time","pour_lat","pour_long"
"7a7b13ad-e08f-440e-98ae-00358447798b","35ab88c9-f80d-41d3-a65c-9e3bf223e1fa","d9e332ee-fbb9-4b7c-8696-f505be874f80","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-19 11:23:43.000","2022-09-19 11:29:04.000","2022-09-19 11:37:33.000","2022-09-19 12:56:41.000","2022-09-19 13:03:27.000","2022-09-19 13:16:43.000","2022-09-19 13:16:43.000","2022-09-19 13:19:19.000","2022-09-19 13:57:42.000","42.350104","-71.102294"
"7a7b13ad-e08f-440e-98ae-00358447798b","35ab88c9-f80d-41d3-a65c-9e3bf223e1fa","6569f650-1bb2-411f-b31a-66a844d1a7ad","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-19 11:59:29.000","2022-09-19 12:05:18.000","2022-09-19 12:16:36.000","2022-09-19 14:00:25.000","2022-09-19 14:20:17.000","2022-09-19 14:33:17.000","2022-09-19 14:33:17.000","2022-09-19 14:36:19.000","2022-09-19 15:16:29.000","42.350166","-71.102281"
"7a7b13ad-e08f-440e-98ae-00358447798b","35ab88c9-f80d-41d3-a65c-9e3bf223e1fa","3e262895-6ade-4148-ab9e-b1bceae461ea","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-19 11:02:20.000","2022-09-19 11:07:11.000","2022-09-19 11:11:25.000","2022-09-19 11:52:13.000","2022-09-19 12:43:17.000","2022-09-19 12:52:54.000","2022-09-19 12:52:54.000","2022-09-19 12:56:00.000","2022-09-19 13:31:38.000","42.350054","-71.102428"
"7a7b13ad-e08f-440e-98ae-00358447798b","35ab88c9-f80d-41d3-a65c-9e3bf223e1fa","5c0233b3-278f-4e30-960e-488ceba449ab","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-19 11:39:47.000","2022-09-19 11:45:47.000","2022-09-19 11:54:41.000","2022-09-19 13:41:44.000","2022-09-19 13:48:28.000","2022-09-19 14:09:39.000","2022-09-19 14:09:39.000","2022-09-19 14:23:43.000","2022-09-19 14:43:19.000","42.350113","-71.102330"
"7a7b13ad-e08f-440e-98ae-00358447798b","7126ff8a-7fd7-4607-9674-4fca00abbf75","71727fa8-53d7-4c4f-be35-5b596df5235c","964ee7a6-4e49-4aad-8768-1fabf85966eb","7.00","2022-09-30 10:58:14.000","2022-09-30 11:02:36.000","2022-09-30 11:10:56.000","2022-09-30 11:43:00.000","2022-09-30 12:44:37.000","2022-09-30 13:08:05.000","2022-09-30 13:08:05.000","2022-09-30 13:22:13.000","2022-09-30 14:47:33.000","42.349819","-71.103084"
"7a7b13ad-e08f-440e-98ae-00358447798b","7126ff8a-7fd7-4607-9674-4fca00abbf75","9c70922b-c311-4dd5-aa95-71cff9951508","964ee7a6-4e49-4aad-8768-1fabf85966eb","9.00","2022-09-30 10:34:12.000","2022-09-30 10:40:26.000","2022-09-30 10:52:53.000","2022-09-30 11:23:45.000","2022-09-30 11:30:24.000","2022-09-30 12:11:05.000","2022-09-30 12:11:05.000","2022-09-30 12:21:11.000","2022-09-30 13:12:34.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","84be049c-78d9-47ed-a4bb-1edd1a7d35e0","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-03-21 11:00:16.000","2022-03-21 11:08:52.000","2022-03-21 11:19:31.000","2022-03-21 11:53:35.000","2022-03-21 12:04:22.000","2022-03-21 12:12:29.000","2022-03-21 12:12:29.000","2022-03-21 12:15:21.000","2022-03-21 12:54:27.000","42.350246","-71.103352"
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","e6d43a53-54a7-44f6-99ff-57d2411af7d9","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-03-21 12:22:13.000","2022-03-21 12:29:41.000","2022-03-21 12:41:24.000","2022-03-21 13:19:33.000","2022-03-21 13:29:46.000","2022-03-21 13:44:34.000","2022-03-21 13:44:34.000","2022-03-21 14:00:05.000","2022-03-21 14:32:29.000","42.350356","-71.103421"
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","589b2b29-4038-41ad-9ad0-f7885c81fae7","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-03-21 11:18:25.000","2022-03-21 11:23:14.000","2022-03-21 11:29:45.000","2022-03-21 12:06:27.000","2022-03-21 12:21:32.000","2022-03-21 12:41:54.000","2022-03-21 12:41:54.000","2022-03-21 12:44:53.000","2022-03-21 13:27:42.000","42.350214","-71.103562"
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","06d53c9e-dc92-4201-9465-51cca8a7c861","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-03-21 11:46:25.000","2022-03-21 11:52:23.000","2022-03-21 12:01:46.000","2022-03-21 12:42:32.000","2022-03-21 12:50:27.000","2022-03-21 13:15:43.000","2022-03-21 13:15:43.000","2022-03-21 13:24:49.000","2022-03-21 13:59:47.000","42.350074","-71.103582"
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","f5917293-53f5-4576-95c0-be1023b8753f","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-03-21 10:38:29.000","2022-03-21 10:43:20.000","2022-03-21 10:50:57.000","2022-03-21 11:38:05.000","2022-03-21 11:48:28.000","2022-03-21 11:57:09.000","2022-03-21 11:57:09.000","2022-03-21 12:00:44.000","2022-03-21 12:38:26.000","42.350158","-71.103465"
"7a7b13ad-e08f-440e-98ae-00358447798b","d7b4400f-eaca-4c04-a745-957c541029d7","fc47e01d-292c-4bce-8ddf-a878bdc5a331","964ee7a6-4e49-4aad-8768-1fabf85966eb","1.00","2022-03-21 10:29:38.000","2022-03-21 10:37:26.000","2022-03-21 10:47:47.000","2022-03-21 11:15:47.000","2022-03-21 11:42:06.000","2022-03-21 11:43:39.000","2022-03-21 11:43:39.000","2022-03-21 11:46:08.000","2022-03-21 12:18:06.000","42.350326","-71.103762"
"7a7b13ad-e08f-440e-98ae-00358447798b","2a166baa-6326-4773-a229-dda6e021b3b9","a9c1492d-279e-4bd9-925f-adede2b0e6ab","964ee7a6-4e49-4aad-8768-1fabf85966eb","9.00","2022-08-25 16:56:18.000","2022-08-25 17:01:41.000","2022-08-25 17:18:43.000","2022-08-25 17:54:03.000","2022-08-25 18:01:24.000","2022-08-25 18:50:40.000","2022-08-25 18:50:40.000","2022-08-25 19:12:50.000","2022-08-25 19:56:09.000","42.350130","-71.102972"
"7a7b13ad-e08f-440e-98ae-00358447798b","2a166baa-6326-4773-a229-dda6e021b3b9","0795bef4-2436-4ec9-a137-c0fa15288eb9","964ee7a6-4e49-4aad-8768-1fabf85966eb","9.00","2022-08-25 16:07:01.000","2022-08-25 16:10:55.000","2022-08-25 16:21:12.000","2022-08-25 16:52:55.000","2022-08-25 17:07:48.000","2022-08-25 17:20:48.000","2022-08-25 17:20:48.000","2022-08-25 17:26:59.000","2022-08-25 17:59:56.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","2a166baa-6326-4773-a229-dda6e021b3b9","79ceb896-973a-445a-b70a-5f293c83c97f","964ee7a6-4e49-4aad-8768-1fabf85966eb","9.00","2022-08-25 17:23:25.000","2022-08-25 17:29:12.000","2022-08-25 17:45:27.000","2022-08-25 18:19:24.000","2022-08-25 18:55:22.000","2022-08-25 19:34:50.000","2022-08-25 19:34:50.000","2022-08-25 19:46:55.000","2022-08-25 20:27:47.000","42.350018","-71.102701"
"7a7b13ad-e08f-440e-98ae-00358447798b","2a166baa-6326-4773-a229-dda6e021b3b9","c4dfab46-029c-4113-8f13-e3f326e34e64","964ee7a6-4e49-4aad-8768-1fabf85966eb","9.00","2022-08-25 16:25:08.000","2022-08-25 16:28:58.000","2022-08-25 16:35:54.000","2022-08-25 17:06:02.000","2022-08-25 17:22:16.000","2022-08-25 17:28:29.000","2022-08-25 17:28:29.000","2022-08-25 19:27:31.000","2022-08-25 20:14:02.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","2c408aab-d416-4ca6-b0c8-a47168d4de15","79f5e68c-abd8-4d55-8675-53e6508969e1","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-13 14:23:37.000","2022-09-13 14:24:43.000","2022-09-13 14:35:10.000","2022-09-13 15:55:53.000","2022-09-13 16:15:10.000","2022-09-13 16:29:24.000","2022-09-13 16:29:24.000","2022-09-13 16:59:37.000","2022-09-13 17:40:32.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","689a73fa-5b84-4ad8-a932-773836a7a4c4","9e1a9cdf-7d8b-4984-a27a-ea76333df7a7","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-04-20 15:19:25.000","2022-04-20 15:27:40.000","2022-04-20 15:33:29.000","2022-04-20 16:17:40.000","2022-04-20 16:52:57.000","2022-04-20 16:59:37.000","2022-04-20 16:59:37.000","2022-04-20 17:15:44.000","2022-04-20 17:47:52.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","9fdbd957-5695-47d1-905c-59e07c22c664","8c83866d-f2bd-4ba5-a541-92cfdbae3947","964ee7a6-4e49-4aad-8768-1fabf85966eb","7.00","2022-02-16 14:09:59.000","2022-02-16 14:18:20.000","2022-02-16 14:36:58.000","2022-02-16 15:06:36.000","2022-02-16 15:19:49.000",,,"2022-02-16 17:16:55.000","2022-02-16 17:51:15.000","42.349790","-71.102718"
"7a7b13ad-e08f-440e-98ae-00358447798b","9fdbd957-5695-47d1-905c-59e07c22c664","25758181-e720-47e7-80e5-b4d867e660ce","964ee7a6-4e49-4aad-8768-1fabf85966eb","7.00","2022-02-16 15:14:45.000","2022-02-16 15:20:53.000","2022-02-16 15:30:36.000","2022-02-16 16:01:54.000","2022-02-16 17:18:58.000","2022-02-16 19:12:29.000","2022-02-16 19:12:29.000","2022-02-16 19:21:43.000","2022-02-16 19:50:42.000","42.349718","-71.102469"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","0d317d30-4b78-440c-9572-0f269c23b3cb","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 11:28:12.000","2022-08-17 11:36:20.000","2022-08-17 11:44:47.000","2022-08-17 12:24:02.000","2022-08-17 12:29:38.000","2022-08-17 12:36:51.000","2022-08-17 12:36:51.000","2022-08-17 12:41:48.000","2022-08-17 13:18:58.000","42.350246","-71.102965"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","eba9c210-11e9-479e-b0fc-28b799b9948b","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 12:03:12.000","2022-08-17 12:05:54.000","2022-08-17 12:20:58.000","2022-08-17 12:56:45.000","2022-08-17 13:08:27.000","2022-08-17 13:16:52.000","2022-08-17 13:16:52.000","2022-08-17 13:22:29.000","2022-08-17 14:00:18.000","42.349820","-71.102772"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","b26a9c18-a3d3-4b04-9730-17724fc0d114","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 12:49:56.000","2022-08-17 12:54:52.000","2022-08-17 13:11:27.000","2022-08-17 13:45:08.000","2022-08-17 13:49:53.000","2022-08-17 13:59:15.000","2022-08-17 13:59:15.000","2022-08-17 14:04:31.000","2022-08-17 14:34:58.000","42.350044","-71.102884"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","f760dcd8-2004-46ed-bbda-fe423ef65f1f","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 11:11:52.000","2022-08-17 11:13:14.000","2022-08-17 11:22:15.000","2022-08-17 11:54:18.000","2022-08-17 12:00:02.000","2022-08-17 12:09:18.000","2022-08-17 12:09:18.000","2022-08-17 12:14:16.000","2022-08-17 13:11:13.000","42.350097","-71.102754"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","6e313175-6d92-4d3f-a401-78d519ea442c","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 11:59:59.000","2022-08-17 11:48:14.000","2022-08-17 12:03:10.000","2022-08-17 12:35:49.000","2022-08-17 12:46:34.000","2022-08-17 12:58:28.000","2022-08-17 12:58:28.000","2022-08-17 13:05:02.000","2022-08-17 13:30:48.000","42.349946","-71.102957"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","8e9412b0-29b9-4336-9895-c4084674ecea","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 13:08:39.000","2022-08-17 13:16:33.000","2022-08-17 13:28:45.000","2022-08-17 13:54:00.000","2022-08-17 14:08:38.000",,,"2022-08-17 14:43:25.000","2022-08-17 15:20:34.000","42.350045","-71.102906"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","cff5da41-e79f-4f17-a495-dc995039e800","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 13:44:57.000","2022-08-17 13:52:06.000","2022-08-17 14:02:57.000","2022-08-17 14:34:42.000","2022-08-17 15:25:05.000","2022-08-17 15:47:51.000","2022-08-17 15:47:51.000","2022-08-17 16:15:02.000","2022-08-17 16:45:36.000","42.350201","-71.102612"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","1bdbc24b-8b34-487f-87b1-e82f7fb5e2b8","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 12:24:32.000","2022-08-17 12:25:13.000","2022-08-17 12:48:16.000","2022-08-17 13:22:13.000","2022-08-17 13:27:16.000",,,"2022-08-17 13:41:49.000","2022-08-17 14:16:06.000","42.349981","-71.103056"
"7a7b13ad-e08f-440e-98ae-00358447798b","a7e5793d-f4a8-4385-8cbc-c5deefd44fa2","1ae6338a-32e5-4bc8-aa54-cb72da7cf06f","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-17 13:27:01.000","2022-08-17 13:34:27.000","2022-08-17 13:46:01.000","2022-08-17 14:19:56.000","2022-08-17 14:42:11.000","2022-08-17 15:13:01.000","2022-08-17 15:13:01.000","2022-08-17 15:21:04.000","2022-08-17 15:59:40.000","42.350177","-71.102570"
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","78a9b273-e293-4151-bc5e-1ab1dfe61943","964ee7a6-4e49-4aad-8768-1fabf85966eb","8.00","2022-10-12 13:27:24.000","2022-10-12 13:39:31.000","2022-10-12 13:52:42.000","2022-10-12 14:36:20.000","2022-10-12 15:03:48.000","2022-10-12 15:41:52.000","2022-10-12 15:41:52.000","2022-10-12 16:13:59.000","2022-10-12 16:30:47.000","42.349546","-71.103368"
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","0d998b41-f74c-4450-8fb6-d1a398b3ab4f","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-12 11:28:08.000","2022-10-12 11:33:06.000","2022-10-12 11:46:06.000","2022-10-12 12:50:35.000","2022-10-12 12:59:04.000","2022-10-12 13:11:37.000","2022-10-12 13:11:37.000","2022-10-12 13:16:28.000","2022-10-12 13:39:45.000","42.350125","-71.101984"
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","ee06d844-9f53-4e38-bacd-4f719dccb056","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-12 12:56:16.000","2022-10-12 13:00:49.000",,"2022-10-12 14:01:53.000","2022-10-12 14:31:15.000",,,"2022-10-12 15:21:53.000","2022-10-12 15:48:52.000","42.350251","-71.101925"
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","12810988-611a-4a99-837f-5aa7b2541c18","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-12 11:43:09.000","2022-10-12 11:47:29.000","2022-10-12 11:52:26.000","2022-10-12 12:49:39.000","2022-10-12 13:24:58.000","2022-10-12 13:41:28.000","2022-10-12 13:41:28.000","2022-10-12 13:50:41.000","2022-10-12 14:15:46.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","4083bf32-ccc2-4aef-ba80-719ece1a9f88","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00",,,,,,,,,,,
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","a564a439-e08f-44e9-be8b-7f43ef1fe162","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-12 10:51:04.000","2022-10-12 10:57:01.000","2022-10-12 11:06:06.000","2022-10-12 11:57:35.000","2022-10-12 12:18:14.000","2022-10-12 12:44:48.000","2022-10-12 12:44:48.000","2022-10-12 12:52:35.000","2022-10-12 13:40:21.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","63f7bc03-4110-44f6-b25e-71348bdfd16b","e7c488b7-5096-43d1-b221-788c4181a68f","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-12 10:28:16.000","2022-10-12 10:34:13.000","2022-10-12 10:43:29.000","2022-10-12 11:32:17.000","2022-10-12 11:41:30.000","2022-10-12 12:03:12.000","2022-10-12 12:03:12.000","2022-10-12 12:10:20.000","2022-10-12 13:02:36.000","42.349940","-71.102183"
"7a7b13ad-e08f-440e-98ae-00358447798b","84715955-55c4-4f2d-bec6-046da1069db5","18bd81e5-a5b7-413b-9202-ddd5ae1bbf99","bee71a1d-573f-4aee-ba50-4438524b0c49","7.00","2022-06-20 17:01:16.000","2022-06-20 17:07:17.000","2022-06-20 17:13:08.000","2022-06-20 18:04:18.000","2022-06-20 18:25:06.000","2022-06-20 18:39:07.000","2022-06-20 18:39:07.000","2022-06-20 18:43:57.000","2022-06-20 19:09:31.000","42.350072","-71.102265"
"7a7b13ad-e08f-440e-98ae-00358447798b","84715955-55c4-4f2d-bec6-046da1069db5","e11109a6-0ba7-4e90-9459-4c019cdecc7e","bee71a1d-573f-4aee-ba50-4438524b0c49","7.00","2022-06-20 16:34:37.000","2022-06-20 16:39:45.000","2022-06-20 17:00:20.000","2022-06-20 17:31:12.000","2022-06-20 18:08:02.000","2022-06-20 18:16:32.000","2022-06-20 18:16:32.000","2022-06-20 18:21:15.000","2022-06-20 18:55:52.000","42.350197","-71.102458"
"7a7b13ad-e08f-440e-98ae-00358447798b","a31c0c64-3e54-404e-a062-e27a4cbeefdf","0d1710cf-6271-44a4-adb6-32a480855b7e","964ee7a6-4e49-4aad-8768-1fabf85966eb","3.00","2022-07-27 15:29:53.000","2022-07-27 15:34:36.000","2022-07-27 15:44:06.000","2022-07-27 16:14:49.000","2022-07-27 16:24:09.000","2022-07-27 17:06:47.000","2022-07-27 17:06:47.000","2022-07-27 17:21:32.000","2022-07-27 17:55:52.000","42.349934","-71.103488"
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","4c3511c8-9faf-48ec-8df7-69e3e529d9c3","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 16:26:00.000","2022-08-03 16:31:52.000","2022-08-03 16:39:57.000","2022-08-03 17:16:32.000","2022-08-03 17:32:09.000","2022-08-03 17:59:33.000","2022-08-03 17:59:33.000","2022-08-03 18:11:44.000","2022-08-03 18:44:34.000","42.350227","-71.102666"
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","9a2bb602-73cb-4c00-9733-94f367470ae9","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 15:24:27.000","2022-08-03 15:29:46.000","2022-08-03 15:39:08.000","2022-08-03 16:06:14.000","2022-08-03 16:25:42.000","2022-08-03 16:36:37.000","2022-08-03 16:36:37.000","2022-08-03 16:48:49.000","2022-08-03 18:00:10.000","42.350051","-71.102203"
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","e5fe09e5-feee-4d7c-959d-2be4876416c9","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 14:49:52.000","2022-08-03 14:57:50.000","2022-08-03 15:09:06.000","2022-08-03 15:50:54.000","2022-08-03 16:08:09.000","2022-08-03 16:22:58.000","2022-08-03 16:22:58.000","2022-08-03 16:35:04.000","2022-08-03 17:12:35.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","1598b787-e397-4d22-b8e8-738600a81c7a","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 16:08:05.000","2022-08-03 16:12:14.000","2022-08-03 16:24:05.000","2022-08-03 16:54:59.000","2022-08-03 17:12:39.000","2022-08-03 17:20:40.000","2022-08-03 17:20:40.000","2022-08-03 17:47:48.000","2022-08-03 18:29:56.000","42.350113","-71.102169"
"7a7b13ad-e08f-440e-98ae-00358447798b","7cbdd6ef-a994-4d84-8016-8ed3913e0676","1c8c14c3-a89f-4fd2-a0c5-e8b2fbb87e5b","bee71a1d-573f-4aee-ba50-4438524b0c49","4.00","2022-03-03 13:32:40.000","2022-03-03 13:42:35.000","2022-03-03 13:52:38.000","2022-03-03 14:21:25.000","2022-03-03 15:06:48.000","2022-03-03 18:14:04.000","2022-03-03 18:14:04.000","2022-03-03 18:38:31.000","2022-03-03 19:02:06.000","42.350198","-71.103522"
