"site_id","order_id","payload_id","material","design_qty","design_qty_uom","required_qty","required_qty_uom","batched_qty","batched_qty_uom","variation"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","475","45.85","oz","504.35","oz","504.00","oz","-0.07"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","FLYASH","131.00","lb","1441.00","lb","1420.00","lb","-1.46"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","CEMENT","524.00","lb","5764.00","lb","5770.00","lb","0.10"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","V-2100","19.65","oz","216.15","oz","214.00","oz","-0.99"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","3/8""","377.00","lb","4152.81","lb","4150.00","lb","-0.07"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","SAND_1","1339.00","lb","15170.87","lb","15250.00","lb","0.52"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","3/4""","1496.00","lb","16456.00","lb","16450.00","lb","-0.04"
"7a7b13ad-e08f-440e-98ae-00358447798b","afd17149-de07-42e7-94dc-b7e25a23672c","f15e618c-33fd-43a8-8911-45d7240f4ae3","WATER1","262.40","lb","2053.72","lb","2070.00","lb","0.79"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","SAND_1","1037.00","lb","11749.21","lb","11750.00","lb","0.01"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","3/8""","643.00","lb","7091.39","lb","7150.00","lb","0.83"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","CEMENT","602.00","lb","6622.00","lb","6590.00","lb","-0.48"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","475","82.75","oz","910.25","oz","909.00","oz","-0.14"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","3/4""","1227.00","lb","13514.55","lb","13450.00","lb","-0.48"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","WATER1","285.72","lb","1427.87","lb","1434.00","lb","0.43"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","FLYASH","150.00","lb","1650.00","lb","1630.00","lb","-1.21"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","AEA","5.75","oz","63.25","oz","64.00","oz","1.19"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","325071c8-ab01-4aea-a628-03a4a9dd3ee5","WATER2W","0.00","%","951.91","%","970.00","%","1.90"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","3/8""SWAM","1750.00","lb","15923.25","lb","15880.00","lb","-0.27"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","MHD_SAND","1147.00","lb","10766.89","lb","10780.00","lb","0.12"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","CEMENT","180.00","lb","1620.00","lb","1610.00","lb","-0.62"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","NCACCEL","216.00","oz","1944.00","oz","1936.00","oz","-0.41"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","V2020","135.00","oz","1215.00","oz","1210.00","oz","-0.41"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","V-2100","67.50","oz","607.50","oz","608.00","oz","0.08"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","SF_CEM","450.00","lb","4050.00","lb","4060.00","lb","0.25"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","4R","18.00","oz","162.00","oz","162.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","WATER1","34.50","gl","214.05","gl","214.98","gl","0.44"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","SLAG","270.00","lb","2430.00","lb","2480.00","lb","2.06"
"7a7b13ad-e08f-440e-98ae-00358447798b","dfcb8e85-eb33-4419-96d5-f740467b5b4e","32aedcff-f65a-460c-86ed-b97a4fbab76b","SHRINKGE","0.50","gal","4.50","gal","0.00","gal","-100.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","V-2100","28.00","oz","308.00","oz","308.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","CEM_Q","240.00","lb","2640.00","lb","2620.00","lb","-0.76"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","SLAG","280.00","lb","3080.00","lb","3090.00","lb","0.32"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","MHD_SAND","699.00","lb","7996.56","lb","7920.00","lb","-0.96"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","V2020","24.00","oz","264.00","oz","260.00","oz","-1.52"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","MAN_SAND","388.00","lb","4438.72","lb","4440.00","lb","0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","NCACCEL","192.00","oz","2112.00","oz","2112.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","FLYASH","280.00","lb","3080.00","lb","3050.00","lb","-0.97"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","3/8""","700.00","lb","7830.90","lb","7820.00","lb","-0.14"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","WATER2","0.00","%","49.83","%","49.73","%","-0.20"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","3/4""","1100.00","lb","12172.60","lb","12140.00","lb","-0.27"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","795d96a5-c7d2-4030-a88e-101b26d63e08","WATER1","32.80","gl","116.27","gl","116.24","gl","-0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","V2020","24.00","oz","264.00","oz","260.00","oz","-1.52"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","FLYASH","280.00","lb","3080.00","lb","3050.00","lb","-0.97"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","WATER1","32.80","gl","165.11","gl","162.73","gl","-1.44"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","CEM_Q","240.00","lb","2640.00","lb","2630.00","lb","-0.38"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","MAN_SAND","388.00","lb","4430.18","lb","4400.00","lb","-0.68"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","3/8""","700.00","lb","7800.10","lb","7760.00","lb","-0.51"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","V-2100","28.00","oz","308.00","oz","308.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","SLAG","280.00","lb","3080.00","lb","3100.00","lb","0.65"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","NCACCEL","192.00","oz","2112.00","oz","2112.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","MHD_SAND","699.00","lb","7981.18","lb","7940.00","lb","-0.52"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","60462ada-e3fc-40cc-afab-606407c65a0a","3/4""","1100.00","lb","12160.50","lb","12140.00","lb","-0.17"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","3/4""","1100.00","lb","12172.60","lb","12140.00","lb","-0.27"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","NCACCEL","192.00","oz","2112.00","oz","2112.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","V-2100","28.00","oz","308.00","oz","308.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","FLYASH","280.00","lb","3080.00","lb","3060.00","lb","-0.65"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","V2020","24.00","oz","264.00","oz","260.00","oz","-1.52"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","SLAG","280.00","lb","3080.00","lb","3080.00","lb","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","3/8""","700.00","lb","7830.90","lb","7800.00","lb","-0.39"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","MAN_SAND","388.00","lb","4438.72","lb","4420.00","lb","-0.42"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","WATER1","32.80","gl","132.10","gl","134.81","gl","2.05"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","MHD_SAND","699.00","lb","7996.56","lb","7960.00","lb","-0.46"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","6035762a-6b51-4d93-9c47-5b0006b5b380","CEM_Q","240.00","lb","2640.00","lb","2620.00","lb","-0.76"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","AEA","6.50","oz","71.50","oz","73.00","oz","2.10"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","WATER1","289.05","lb","1297.38","lb","1320.00","lb","1.74"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","3/8""","1791.00","lb","19728.58","lb","19800.00","lb","0.36"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","CEMENT","526.00","lb","5786.00","lb","5770.00","lb","-0.28"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","FLYASH","132.00","lb","1452.00","lb","1590.00","lb","9.50"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","475","65.75","oz","723.25","oz","723.00","oz","-0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","SAND_1","1176.00","lb","13324.08","lb","13250.00","lb","-0.56"
"7a7b13ad-e08f-440e-98ae-00358447798b","6c62ccb8-026f-4315-adfd-cd47184105b5","a2819d11-427d-4cd1-a2eb-46aa1169a0a3","WATER2W","0.00","%","1246.51","%","1262.00","%","1.24"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","CEMENT","526.00","lb","5786.00","lb","5790.00","lb","0.07"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","AEA","6.50","oz","71.50","oz","72.00","oz","0.70"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","475","65.75","oz","723.25","oz","723.00","oz","-0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","3/8""","1791.00","lb","19728.58","lb","19650.00","lb","-0.40"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","FLYASH","132.00","lb","1452.00","lb","1560.00","lb","7.44"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","SAND_1","1176.00","lb","13324.08","lb","13250.00","lb","-0.56"
"7a7b13ad-e08f-440e-98ae-00358447798b","3f211484-061b-4108-b4c5-2609b1dcf29f","61aff71c-84b4-4683-8ad7-da19b04891b6","WATER1","289.05","lb","2323.89","lb","2342.00","lb","0.78"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","SAND_1","1037.00","lb","11749.21","lb","11700.00","lb","-0.42"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","475","82.75","oz","910.25","oz","909.00","oz","-0.14"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","WATER2W","0.00","%","995.91","%","1004.00","%","0.81"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","CEMENT","602.00","lb","6622.00","lb","6620.00","lb","-0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","AEA","5.75","oz","63.25","oz","64.00","oz","1.19"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","3/4""","1227.00","lb","13514.55","lb","13450.00","lb","-0.48"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","3/8""","643.00","lb","7091.39","lb","7050.00","lb","-0.58"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","FLYASH","150.00","lb","1650.00","lb","1620.00","lb","-1.82"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","0999e21d-4805-4216-a8e2-1199e0317ffb","WATER1","285.72","lb","1493.87","lb","1486.00","lb","-0.53"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","475","82.75","oz","910.25","oz","909.00","oz","-0.14"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","3/4""","1227.00","lb","13514.55","lb","13500.00","lb","-0.11"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","SAND_1","1037.00","lb","11749.21","lb","11700.00","lb","-0.42"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","WATER1","285.72","lb","1427.87","lb","1428.00","lb","0.01"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","CEMENT","602.00","lb","6622.00","lb","6620.00","lb","-0.03"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","WATER2W","0.00","%","951.91","%","962.00","%","1.06"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","AEA","5.75","oz","63.25","oz","64.00","oz","1.19"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","FLYASH","150.00","lb","1650.00","lb","1630.00","lb","-1.21"
"7a7b13ad-e08f-440e-98ae-00358447798b","d5316827-b649-4403-87d8-de8d26aa5b02","76b1b9be-e178-42c6-9eb0-9d4e0037afea","3/8""","643.00","lb","7091.39","lb","7050.00","lb","-0.58"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","475","27.01","oz","297.11","oz","297.00","oz","-0.04"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","WATER1","280.72","lb","2217.74","lb","2222.00","lb","0.19"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","FLYASH","108.00","lb","1188.00","lb","1180.00","lb","-0.67"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","CEM_Q","432.00","lb","4752.00","lb","4730.00","lb","-0.46"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","3/8""","383.00","lb","4213.00","lb","4250.00","lb","0.88"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","SAND_1","783.00","lb","8849.86","lb","8800.00","lb","-0.56"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","MAN_SAND","435.00","lb","5000.33","lb","4950.00","lb","-1.01"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","3/4""","1526.00","lb","16786.00","lb","16750.00","lb","-0.21"
"7a7b13ad-e08f-440e-98ae-00358447798b","cdde3e2c-3c61-4bfa-a490-8c244d0bcec5","1620408e-9d43-4160-a725-4aca956a0866","AEA","4.00","oz","44.00","oz","45.00","oz","2.27"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","WATER1","247.40","lb","1790.23","lb","1796.00","lb","0.32"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","V-2100","30.08","oz","330.88","oz","331.00","oz","0.04"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","FLYASH","188.00","lb","2068.00","lb","2060.00","lb","-0.39"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","CEM_Q","564.00","lb","6204.00","lb","6160.00","lb","-0.71"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","3/8""","379.00","lb","4189.85","lb","4150.00","lb","-0.95"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","SAND_1","1059.00","lb","12091.66","lb","12050.00","lb","-0.34"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","NCACCEL","180.48","oz","1985.28","oz","1990.00","oz","0.24"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","COR_INHB","384.00","oz","4224.00","oz","4224.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","RETARDER","15.04","oz","165.44","oz","165.00","oz","-0.27"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","AEA","4.50","oz","49.50","oz","50.00","oz","1.01"
"7a7b13ad-e08f-440e-98ae-00358447798b","5c09d6f6-dfe8-42b4-8b2c-70b9653431fb","87482e3e-ce7a-4253-89ad-67d810393ed9","3/4""","1503.00","lb","16615.67","lb","16600.00","lb","-0.09"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","MAN_SAND","388.00","lb","4430.18","lb","4420.00","lb","-0.23"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","3/8""","700.00","lb","7800.10","lb","7780.00","lb","-0.26"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","NCACCEL","192.00","oz","2112.00","oz","2112.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","MHD_SAND","699.00","lb","7981.18","lb","7920.00","lb","-0.77"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","WATER1","32.80","gl","165.11","gl","165.01","gl","-0.06"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","FLYASH","280.00","lb","3080.00","lb","3070.00","lb","-0.32"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","V-2100","28.00","oz","308.00","oz","308.00","oz","0.00"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","3/4""","1100.00","lb","12160.50","lb","12120.00","lb","-0.33"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","CEM_Q","240.00","lb","2640.00","lb","2620.00","lb","-0.76"
"7a7b13ad-e08f-440e-98ae-00358447798b","db282bef-c335-4064-bc19-977831a122ab","ea6fd5a0-31eb-4145-8976-1c7a2399c2c7","V2020","24.00","oz","264.00","oz","260.00","oz","-1.52"
