"payload_id","material","design_qty","design_qty_uom","required_qty","required_qty_uom","batched_qty","batched_qty_uom","variation"
"24fa1a1c-b5b2-4e21-9b03-8e2009ba13e8","SF_CEM","401.00","lb","4411.00","lb","4390.00","lb","-0.48"
"24fa1a1c-b5b2-4e21-9b03-8e2009ba13e8","3/4""","911.00","lb","10061.08","lb","10000.00","lb","-0.61"
"24fa1a1c-b5b2-4e21-9b03-8e2009ba13e8","SAND_1","896.00","lb","10200.96","lb","10150.00","lb","-0.50"
"24fa1a1c-b5b2-4e21-9b03-8e2009ba13e8","FLYASH","135.00","lb","1485.00","lb","1480.00","lb","-0.34"
"24fa1a1c-b5b2-4e21-9b03-8e2009ba13e8","7620","49.60","oz","545.60","oz","543.00","oz","-0.48"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","7620","40.60","oz","406.00","oz","406.00","oz","0.00"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","AEA","1.30","oz","13.00","oz","13.00","oz","0.00"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","FLYASH","135.00","lb","1350.00","lb","1340.00","lb","-0.74"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","3/8""","827.00","lb","8344.43","lb","8300.00","lb","-0.53"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","SLAG","366.00","lb","3660.00","lb","3730.00","lb","1.91"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","SF_CEM","401.00","lb","4010.00","lb","4010.00","lb","0.00"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","WATER3","100.00","%","209.72","%","209.83","%","0.05"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","MHD_SAND","896.00","lb","9273.60","lb","9240.00","lb","-0.36"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","3/4""","912.00","lb","9147.36","lb","9080.00","lb","-0.74"
"71a8d370-0ce9-4a75-8ef8-43b8b22a5817","WATER1","35.70","gl","0.00","gl","0.72","gl",
"6001fef1-0ede-4949-89d2-97a46ae434ba","3/4""","912.00","lb","9147.36","lb","9100.00","lb","-0.52"
"6001fef1-0ede-4949-89d2-97a46ae434ba","SLAG","366.00","lb","3660.00","lb","3710.00","lb","1.37"
"6001fef1-0ede-4949-89d2-97a46ae434ba","7620","40.60","oz","406.00","oz","406.00","oz","0.00"
"6001fef1-0ede-4949-89d2-97a46ae434ba","SF_CEM","401.00","lb","4010.00","lb","4010.00","lb","0.00"
"6001fef1-0ede-4949-89d2-97a46ae434ba","AEA","1.40","oz","14.00","oz","14.00","oz","0.00"
"6001fef1-0ede-4949-89d2-97a46ae434ba","WATER3","100.00","%","209.72","%","209.71","%","-0.01"
"6001fef1-0ede-4949-89d2-97a46ae434ba","MHD_SAND","896.00","lb","9273.60","lb","9260.00","lb","-0.15"
"6001fef1-0ede-4949-89d2-97a46ae434ba","3/8""","827.00","lb","8344.43","lb","8340.00","lb","-0.05"
"6001fef1-0ede-4949-89d2-97a46ae434ba","WATER1","35.70","gl","0.00","gl","0.48","gl",
"6001fef1-0ede-4949-89d2-97a46ae434ba","FLYASH","135.00","lb","1350.00","lb","1340.00","lb","-0.74"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","MAN_SAND","203.00","lb","2316.74","lb","2280.00","lb","-1.59"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","3/4""","1000.00","lb","11022.00","lb","10980.00","lb","-0.38"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","FLYASH","150.00","lb","1650.00","lb","1660.00","lb","0.61"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","WATER1","34.50","gl","143.34","gl","148.35","gl","3.50"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","MHD_SAND","812.00","lb","9266.95","lb","9180.00","lb","-0.94"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","AEA","5.50","oz","60.50","oz","60.50","oz","0.00"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","CEMENT","602.00","lb","6622.00","lb","6600.00","lb","-0.33"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","7620","26.31","oz","289.41","oz","289.00","oz","-0.14"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","3/8""","760.00","lb","8418.52","lb","8380.00","lb","-0.46"
"c4cfee2e-77b2-4a07-a3d5-a44db5229942","WATER2","50.00","%","143.34","%","144.28","%","0.66"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","LIT_3/8""","760.00","lb","8426.88","lb","8350.00","lb","-0.91"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","WATER1","287.39","lb","2583.87","lb","2592.00","lb","0.31"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","7620","26.33","oz","289.63","oz","291.00","oz","0.47"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","CEMENT","602.00","lb","6622.00","lb","6610.00","lb","-0.18"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","FLYASH","150.00","lb","1650.00","lb","1620.00","lb","-1.82"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","MAN_SAND","203.00","lb","2299.99","lb","2400.00","lb","4.35"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","3/4""","999.00","lb","11010.98","lb","11100.00","lb","0.81"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","SAND_1","810.00","lb","9199.58","lb","9200.00","lb","0.00"
"b6b7f54b-e6b4-4c04-bd13-eb83ef7d969d","AEA","5.20","oz","57.20","oz","57.25","oz","0.09"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","Z60","30.00","oz","300.00","oz","300.00","oz","0.00"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","7620","80.00","oz","800.00","oz","800.00","oz","0.00"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","SF_CEM","800.00","lb","8000.00","lb","8000.00","lb","0.00"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","MHD_SAND","1037.00","lb","10707.03","lb","10660.00","lb","-0.44"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","WATER1","33.50","gl","200.71","gl","201.68","gl","0.48"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","3/8""","1658.00","lb","16696.06","lb","16640.00","lb","-0.34"
"94fce9d7-da67-470a-acfc-25a1e1bbf78c","FLYASH","200.00","lb","2000.00","lb","1990.00","lb","-0.50"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","FLYASH","200.00","lb","2200.00","lb","2200.00","lb","0.00"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","WATER2","50.00","%","126.07","%","126.06","%","0.00"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","3/8""","698.00","lb","7739.42","lb","7720.00","lb","-0.25"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","RETARDER","35.93","oz","395.18","oz","395.00","oz","-0.04"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","AEA","2.99","oz","32.89","oz","32.50","oz","-1.19"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","MAN_SAND","198.00","lb","2265.12","lb","2260.00","lb","-0.23"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","CEMENT","599.00","lb","6589.00","lb","6570.00","lb","-0.29"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","3/4""","1017.00","lb","11214.97","lb","11140.00","lb","-0.67"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","COR_INHB","2.99","gl","32.89","gl","33.00","gl","0.33"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","WATER1","32.40","gl","126.07","gl","126.42","gl","0.28"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","7620","31.92","oz","351.12","oz","351.00","oz","-0.03"
"f9dc41bd-d78b-47b7-88ee-118a1719b44d","MHD_SAND","794.00","lb","9083.36","lb","9060.00","lb","-0.26"
"569c7ed1-96a4-4b83-b633-436bce9de694","MAN_SAND","197.00","lb","2232.01","lb","2200.00","lb","-1.43"
"569c7ed1-96a4-4b83-b633-436bce9de694","AEA","3.00","oz","33.00","oz","33.25","oz","0.76"
"569c7ed1-96a4-4b83-b633-436bce9de694","COR_INHB","383.91","oz","4223.01","oz","4224.00","oz","0.02"
"569c7ed1-96a4-4b83-b633-436bce9de694","SAND_1","788.00","lb","8997.38","lb","9000.00","lb","0.03"
"569c7ed1-96a4-4b83-b633-436bce9de694","LIT_3/8""","700.00","lb","7815.50","lb","7750.00","lb","-0.84"
"569c7ed1-96a4-4b83-b633-436bce9de694","3/4""","1018.00","lb","11220.40","lb","11150.00","lb","-0.63"
"569c7ed1-96a4-4b83-b633-436bce9de694","CEMENT","600.00","lb","6600.00","lb","6570.00","lb","-0.45"
"569c7ed1-96a4-4b83-b633-436bce9de694","7620","31.99","oz","351.89","oz","351.00","oz","-0.25"
"569c7ed1-96a4-4b83-b633-436bce9de694","FLYASH","200.00","lb","2200.00","lb","2190.00","lb","-0.45"
"569c7ed1-96a4-4b83-b633-436bce9de694","WATER1","270.73","lb","1895.74","lb","1906.00","lb","0.54"
"569c7ed1-96a4-4b83-b633-436bce9de694","RETARDER","43.99","oz","483.89","oz","483.00","oz","-0.18"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","SLAG","366.00","lb","3660.00","lb","3730.00","lb","1.91"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","MHD_SAND","896.00","lb","9296.00","lb","9240.00","lb","-0.60"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","7620","40.60","oz","406.00","oz","406.00","oz","0.00"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","FLYASH","135.00","lb","1350.00","lb","1340.00","lb","-0.74"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","3/4""","912.00","lb","9165.60","lb","9120.00","lb","-0.50"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","WATER1","35.70","gl","0.00","gl","0.36","gl",
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","AEA","0.85","oz","8.50","oz","8.50","oz","0.00"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","SF_CEM","401.00","lb","4010.00","lb","4010.00","lb","0.00"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","WATER3","100.00","%","160.37","%","160.58","%","0.13"
"c71fd2cd-cce8-4598-85ae-d00a3b9ebb98","3/8""","827.00","lb","8360.97","lb","8340.00","lb","-0.25"
"6302df42-7266-451a-925f-e267e23f7f9f","7620","49.62","oz","545.82","oz","546.00","oz","0.03"
"6302df42-7266-451a-925f-e267e23f7f9f","SF_CEM","401.00","lb","4411.00","lb","4420.00","lb","0.20"
"6302df42-7266-451a-925f-e267e23f7f9f","AEA","2.10","oz","23.10","oz","23.00","oz","-0.43"
"6302df42-7266-451a-925f-e267e23f7f9f","WATER1","35.70","gl","0.00","gl","1.80","gl",
"6302df42-7266-451a-925f-e267e23f7f9f","FLYASH","135.00","lb","1485.00","lb","1490.00","lb","0.34"
"6302df42-7266-451a-925f-e267e23f7f9f","MHD_SAND","896.00","lb","10225.60","lb","10240.00","lb","0.14"
"6302df42-7266-451a-925f-e267e23f7f9f","3/8""","827.00","lb","9169.78","lb","9180.00","lb","0.11"
"6302df42-7266-451a-925f-e267e23f7f9f","SLAG","366.00","lb","4026.00","lb","4030.00","lb","0.10"
"6302df42-7266-451a-925f-e267e23f7f9f","WATER3","100.00","%","324.48","%","324.39","%","-0.03"
"6302df42-7266-451a-925f-e267e23f7f9f","3/4""","912.00","lb","10067.11","lb","10060.00","lb","-0.07"
"30649a0e-f155-4c7b-8462-f01cccc5195a","3/8""","827.00","lb","8352.70","lb","8360.00","lb","0.09"
"30649a0e-f155-4c7b-8462-f01cccc5195a","AEA","1.80","oz","18.00","oz","18.00","oz","0.00"
"30649a0e-f155-4c7b-8462-f01cccc5195a","WATER1","35.70","gl","0.00","gl","1.32","gl",
"30649a0e-f155-4c7b-8462-f01cccc5195a","SF_CEM","401.00","lb","4010.00","lb","4010.00","lb","0.00"
"30649a0e-f155-4c7b-8462-f01cccc5195a","FLYASH","135.00","lb","1350.00","lb","1350.00","lb","0.00"
"30649a0e-f155-4c7b-8462-f01cccc5195a","7620","49.62","oz","496.20","oz","496.00","oz","-0.04"
"30649a0e-f155-4c7b-8462-f01cccc5195a","WATER3","100.00","%","283.68","%","283.52","%","-0.05"
"30649a0e-f155-4c7b-8462-f01cccc5195a","3/4""","912.00","lb","9165.60","lb","9120.00","lb","-0.50"
"30649a0e-f155-4c7b-8462-f01cccc5195a","SLAG","366.00","lb","3660.00","lb","3670.00","lb","0.27"
"30649a0e-f155-4c7b-8462-f01cccc5195a","MHD_SAND","896.00","lb","9318.40","lb","9300.00","lb","-0.20"
"07f5cd9b-f8aa-448d-b214-3e032587077a","3/4""","1000.00","lb","11055.00","lb","10980.00","lb","-0.68"
"07f5cd9b-f8aa-448d-b214-3e032587077a","MAN_SAND","203.00","lb","2322.32","lb","2340.00","lb","0.76"
"07f5cd9b-f8aa-448d-b214-3e032587077a","FLYASH","150.00","lb","1650.00","lb","1650.00","lb","0.00"
"07f5cd9b-f8aa-448d-b214-3e032587077a","MHD_SAND","812.00","lb","9289.28","lb","9220.00","lb","-0.75"
"07f5cd9b-f8aa-448d-b214-3e032587077a","AEA","1.50","oz","16.50","oz","16.50","oz","0.00"
"07f5cd9b-f8aa-448d-b214-3e032587077a","CEMENT","602.00","lb","6622.00","lb","6590.00","lb","-0.48"
"07f5cd9b-f8aa-448d-b214-3e032587077a","3/8""","760.00","lb","8435.24","lb","8440.00","lb","0.06"
"07f5cd9b-f8aa-448d-b214-3e032587077a","WATER1","34.50","gl","282.88","gl","281.85","gl","-0.36"
"07f5cd9b-f8aa-448d-b214-3e032587077a","7620","26.31","oz","289.41","oz","290.00","oz","0.20"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","DRAG_CEM","602.00","lb","4214.00","lb","4250.00","lb","0.85"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","3/4""","999.00","lb","7027.97","lb","7100.00","lb","1.02"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","MAN_SAND","203.00","lb","1473.58","lb","1500.00","lb","1.79"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","SAND_1","810.00","lb","5868.45","lb","5900.00","lb","0.54"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","WATER1","287.39","lb","1427.54","lb","1416.00","lb","-0.81"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","FLYASH","150.00","lb","1050.00","lb","1030.00","lb","-1.90"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","7620","26.33","oz","184.31","oz","186.00","oz","0.92"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","AEA","5.20","oz","36.40","oz","36.25","oz","-0.41"
"55a732c7-aa9c-4418-a6ae-bd74bae431a5","LIT_3/8""","760.00","lb","5373.20","lb","5350.00","lb","-0.43"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","7620","35.83","oz","358.30","oz","358.00","oz","-0.08"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","FLYASH","159.00","lb","1590.00","lb","1580.00","lb","-0.63"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","3/4""","1070.00","lb","10753.50","lb","10700.00","lb","-0.50"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","3/8""","741.00","lb","7484.10","lb","7460.00","lb","-0.32"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","WATER2","50.00","%","139.05","%","139.96","%","0.66"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","WATER1","36.30","gl","139.05","gl","138.65","gl","-0.29"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","MHD_SAND","1035.00","lb","10764.00","lb","10720.00","lb","-0.41"
"e0dbebfb-52c9-4284-a644-cdb7b9dce93e","CEMENT","637.00","lb","6370.00","lb","6340.00","lb","-0.47"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","WATER1","32.40","gl","137.82","gl","137.45","gl","-0.27"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","RETARDER","23.94","oz","263.34","oz","264.00","oz","0.25"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","AEA","3.00","oz","33.00","oz","33.00","oz","0.00"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","WATER2","50.00","%","137.82","%","137.33","%","-0.36"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","CEMENT","599.00","lb","6589.00","lb","6640.00","lb","0.77"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","3/4""","1017.00","lb","11187.00","lb","11100.00","lb","-0.78"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","MAN_SAND","198.00","lb","2249.87","lb","2240.00","lb","-0.44"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","COR_INHB","2.99","gl","32.89","gl","32.75","gl","-0.43"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","MHD_SAND","794.00","lb","9022.22","lb","8960.00","lb","-0.69"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","3/8""","698.00","lb","7716.39","lb","7700.00","lb","-0.21"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","7620","31.92","oz","351.12","oz","351.00","oz","-0.03"
"b4983395-8d8c-4599-ae22-75337f6ebaf0","FLYASH","200.00","lb","2200.00","lb","2180.00","lb","-0.91"
"06ddd0d3-534d-409e-8f60-53f233f4c2f5","WATER1","412.34","lb","260.82","lb","268.00","lb","2.75"
"06ddd0d3-534d-409e-8f60-53f233f4c2f5","SLAG","469.00","lb","469.00","lb","460.00","lb","-1.92"
"06ddd0d3-534d-409e-8f60-53f233f4c2f5","CEMENT","469.00","lb","469.00","lb","440.00","lb","-6.18"
"06ddd0d3-534d-409e-8f60-53f233f4c2f5","MAN_SAND","2463.00","lb","2581.22","lb","2550.00","lb","-1.21"
"085fd969-8959-42e4-a873-c33afa0c566b","SAND_1","961.00","lb","10921.96","lb","10900.00","lb","-0.20"
"085fd969-8959-42e4-a873-c33afa0c566b","3/4""","978.00","lb","10792.43","lb","10750.00","lb","-0.39"
"085fd969-8959-42e4-a873-c33afa0c566b","WATER1","297.38","lb","1180.84","lb","1182.00","lb","0.10"
"085fd969-8959-42e4-a873-c33afa0c566b","FLYASH","170.00","lb","1870.00","lb","1860.00","lb","-0.53"
"085fd969-8959-42e4-a873-c33afa0c566b","LIT_3/8""","760.00","lb","8609.13","lb","8550.00","lb","-0.69"
"085fd969-8959-42e4-a873-c33afa0c566b","AEA","2.50","oz","27.50","oz","27.50","oz","0.00"
"085fd969-8959-42e4-a873-c33afa0c566b","7620","29.74","oz","327.14","oz","327.00","oz","-0.04"
"085fd969-8959-42e4-a873-c33afa0c566b","WATER2W","50.00","%","1180.84","%","1176.00","%","-0.41"
"085fd969-8959-42e4-a873-c33afa0c566b","CEMENT","680.00","lb","7480.00","lb","7460.00","lb","-0.27"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","SF_CEM","680.00","lb","6800.00","lb","6800.00","lb","0.00"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","FLYASH","170.00","lb","1700.00","lb","1690.00","lb","-0.59"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","7620","51.00","oz","510.00","oz","510.00","oz","0.00"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","WATER1","33.50","gl","233.50","gl","233.19","gl","-0.13"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","RETARDER","12.75","oz","127.50","oz","127.00","oz","-0.39"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","3/8""","1675.00","lb","16967.75","lb","16940.00","lb","-0.16"
"5401d761-b6ab-4c4d-ae39-95a81712c5c2","MHD_SAND","1156.00","lb","12022.40","lb","12000.00","lb","-0.19"
"9185349b-6c9a-4912-9924-decd670f64e1","FLYASH","170.00","lb","1700.00","lb","1690.00","lb","-0.59"
"9185349b-6c9a-4912-9924-decd670f64e1","WATER1","33.50","gl","233.50","gl","233.55","gl","0.02"
"9185349b-6c9a-4912-9924-decd670f64e1","3/8""","1675.00","lb","16967.75","lb","16960.00","lb","-0.05"
"9185349b-6c9a-4912-9924-decd670f64e1","SF_CEM","680.00","lb","6800.00","lb","6800.00","lb","0.00"
"9185349b-6c9a-4912-9924-decd670f64e1","MHD_SAND","1156.00","lb","12022.40","lb","12000.00","lb","-0.19"
"9185349b-6c9a-4912-9924-decd670f64e1","7620","51.00","oz","510.00","oz","510.00","oz","0.00"
"9185349b-6c9a-4912-9924-decd670f64e1","RETARDER","12.75","oz","127.50","oz","126.00","oz","-1.18"
"92cc184a-9752-4f8d-b6d9-e1592d955551","WATER1","32.40","gl","0.00","gl","0.12","gl",
"92cc184a-9752-4f8d-b6d9-e1592d955551","WATER3","100.00","%","219.31","%","219.89","%","0.26"
"92cc184a-9752-4f8d-b6d9-e1592d955551","MHD_SAND","794.00","lb","8996.02","lb","8960.00","lb","-0.40"
"92cc184a-9752-4f8d-b6d9-e1592d955551","RETARDER","23.94","oz","263.34","oz","263.00","oz","-0.13"
"92cc184a-9752-4f8d-b6d9-e1592d955551","FLYASH","200.00","lb","2200.00","lb","2180.00","lb","-0.91"
"92cc184a-9752-4f8d-b6d9-e1592d955551","MAN_SAND","198.00","lb","2237.90","lb","2200.00","lb","-1.69"
"92cc184a-9752-4f8d-b6d9-e1592d955551","3/8""","698.00","lb","7701.03","lb","7660.00","lb","-0.53"
"92cc184a-9752-4f8d-b6d9-e1592d955551","AEA","4.10","oz","45.10","oz","45.00","oz","-0.22"
"92cc184a-9752-4f8d-b6d9-e1592d955551","CEMENT","599.00","lb","6589.00","lb","6580.00","lb","-0.14"
"92cc184a-9752-4f8d-b6d9-e1592d955551","COR_INHB","2.99","gl","32.89","gl","32.75","gl","-0.43"
"92cc184a-9752-4f8d-b6d9-e1592d955551","3/4""","1017.00","lb","11187.00","lb","11140.00","lb","-0.42"
"92cc184a-9752-4f8d-b6d9-e1592d955551","7620","27.93","oz","307.23","oz","307.00","oz","-0.07"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","7620","27.99","oz","307.89","oz","309.00","oz","0.36"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","FLYASH","200.00","lb","2200.00","lb","2230.00","lb","1.36"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","3/4""","1018.00","lb","11293.18","lb","11200.00","lb","-0.83"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","COOLANT","10.00","gl","110.00","gl","110.00","gl","0.00"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","SAND_1","788.00","lb","9014.72","lb","9000.00","lb","-0.16"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","RETARDER","35.99","oz","395.89","oz","396.00","oz","0.03"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","WATER2W","50.00","%","935.15","%","926.00","%","-0.98"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","AEA","3.50","oz","38.50","oz","38.50","oz","0.00"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","COR_INHB","383.91","oz","4223.01","oz","4224.00","oz","0.02"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","LIT_3/8""","700.00","lb","7879.41","lb","7850.00","lb","-0.37"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","WATER1","270.73","lb","935.15","lb","940.00","lb","0.52"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","MAN_SAND","197.00","lb","2268.42","lb","2250.00","lb","-0.81"
"0fd5ca23-0f46-4517-9d0c-6823e0207c8a","CEMENT","600.00","lb","6600.00","lb","6560.00","lb","-0.61"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","3/8""","698.00","lb","7754.78","lb","7760.00","lb","0.07"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","7620","31.92","oz","351.12","oz","351.00","oz","-0.03"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","MHD_SAND","794.00","lb","9061.53","lb","9000.00","lb","-0.68"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","MAN_SAND","198.00","lb","2259.68","lb","2260.00","lb","0.01"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","FLYASH","200.00","lb","2200.00","lb","2200.00","lb","0.00"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","3/4""","1017.00","lb","11220.56","lb","11160.00","lb","-0.54"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","COR_INHB","2.99","gl","32.89","gl","33.00","gl","0.33"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","RETARDER","35.93","oz","395.18","oz","395.00","oz","-0.04"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","WATER1","32.40","gl","250.14","gl","249.97","gl","-0.07"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","AEA","4.20","oz","46.20","oz","46.50","oz","0.65"
"aa2aed1b-6f6a-4a55-ad10-35740adb0289","CEMENT","599.00","lb","6589.00","lb","6580.00","lb","-0.14"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","MAN_SAND","198.00","lb","2236.81","lb","2200.00","lb","-1.65"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","3/8""","698.00","lb","7754.78","lb","7680.00","lb","-0.96"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","RETARDER","35.93","oz","395.18","oz","395.00","oz","-0.04"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","MHD_SAND","794.00","lb","9057.16","lb","9000.00","lb","-0.63"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","WATER1","32.40","gl","250.66","gl","250.69","gl","0.01"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","7620","27.93","oz","307.23","oz","307.00","oz","-0.07"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","FLYASH","200.00","lb","2200.00","lb","2180.00","lb","-0.91"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","CEMENT","599.00","lb","6589.00","lb","6570.00","lb","-0.29"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","AEA","5.35","oz","58.85","oz","59.00","oz","0.25"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","3/4""","1017.00","lb","11220.56","lb","11160.00","lb","-0.54"
"99650c23-2c68-4ea0-b624-216ddbe92fc5","COR_INHB","2.99","gl","32.89","gl","32.75","gl","-0.43"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","WATER1","32.40","gl","256.16","gl","255.36","gl","-0.31"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","MHD_SAND","794.00","lb","9057.16","lb","9000.00","lb","-0.63"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","7620","27.93","oz","307.23","oz","307.00","oz","-0.07"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","3/4""","1017.00","lb","11220.56","lb","11160.00","lb","-0.54"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","3/8""","698.00","lb","7754.78","lb","7760.00","lb","0.07"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","COR_INHB","2.99","gl","32.89","gl","32.75","gl","-0.43"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","FLYASH","200.00","lb","2200.00","lb","2180.00","lb","-0.91"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","RETARDER","35.93","oz","395.18","oz","395.00","oz","-0.04"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","MAN_SAND","198.00","lb","2236.81","lb","2200.00","lb","-1.65"
"5c97e236-f3ac-42ef-ba49-f362eda4f5f0","AEA","5.35","oz","58.85","oz","59.00","oz","0.25"
